name,x,y,z,time,workshop
Group 2,40.0,14.85,-2.75,2025-07-11 13:40:00.754027,Workshop1
Group 2,40.01,14.87,-2.77,2025-07-11 13:40:01.753989,Workshop1
Group 2,40.1,14.84,-2.79,2025-07-11 13:40:02.760758,Workshop1
Group 2,40.03,14.87,-2.83,2025-07-11 13:40:03.754407,Workshop1
Group 2,40.12,14.83,-2.81,2025-07-11 13:40:04.762441,Workshop1
Group 2,39.98,14.88,-2.89,2025-07-11 13:40:05.75432,Workshop1
Group 2,40.07,14.82,-2.91,2025-07-11 13:40:06.754698,Workshop1
Group 2,40.19,14.8,-2.87,2025-07-11 13:40:07.761687,Workshop1
Group 2,40.1,14.84,-2.87,2025-07-11 13:40:08.757058,Workshop1
Group 2,40.05,14.85,-2.89,2025-07-11 13:40:09.798284,Workshop1
Group 2,40.01,14.88,-2.93,2025-07-11 13:40:10.761469,Workshop1
Group 2,40.06,14.84,-2.89,2025-07-11 13:40:11.761134,Workshop1
Group 2,40.14,14.82,-2.83,2025-07-11 13:40:12.764825,Workshop1
Group 2,40.22,14.81,-2.78,2025-07-11 13:40:13.753756,Workshop1
Group 2,40.51,14.88,-1.28,2025-07-11 13:40:14.754462,Workshop1
Group 2,40.72,14.92,-0.2,2025-07-11 13:40:15.756581,Workshop1
Group 2,40.55,14.89,-0.83,2025-07-11 13:40:16.753758,Workshop1
Group 2,40.85,14.62,-0.53,2025-07-11 13:40:17.756988,Workshop1
Group 2,41.05,14.44,-0.27,2025-07-11 13:40:18.753973,Workshop1
Group 2,40.68,14.56,-0.89,2025-07-11 13:40:19.759645,Workshop1
Group 2,40.98,14.36,-0.46,2025-07-11 13:40:20.753705,Workshop1
Group 2,40.75,14.52,-1.09,2025-07-11 13:40:21.765248,Workshop1
Group 2,40.51,14.6,-1.47,2025-07-11 13:40:22.756027,Workshop1
Group 2,40.53,14.69,-1.85,2025-07-11 13:40:23.753612,Workshop1
Group 2,40.92,14.46,-1.12,2025-07-11 13:40:24.756309,Workshop1
Group 2,40.77,14.57,-1.54,2025-07-11 13:40:25.753516,Workshop1
Group 2,41.0,14.37,-0.91,2025-07-11 13:40:26.75535,Workshop1
Group 2,40.82,14.51,-1.41,2025-07-11 13:40:27.79723,Workshop1
Group 2,40.67,14.61,-1.76,2025-07-11 13:40:28.798003,Workshop1
Group 2,40.48,14.67,-1.98,2025-07-11 13:40:29.753307,Workshop1
Group 2,40.66,14.68,-0.69,2025-07-11 13:40:30.753437,Workshop1
Group 2,40.44,14.76,-1.22,2025-07-11 13:40:31.763352,Workshop1
Group 2,40.68,14.81,-0.16,2025-07-11 13:40:32.753779,Workshop1
Group 2,40.87,14.83,0.6,2025-07-11 13:40:33.754554,Workshop1
Group 2,40.69,14.82,-0.21,2025-07-11 13:40:34.753612,Workshop1
Group 2,40.54,14.81,-0.8,2025-07-11 13:40:35.753519,Workshop1
Group 2,40.51,14.75,-1.36,2025-07-11 13:40:36.755811,Workshop1
Group 2,40.46,14.77,-1.73,2025-07-11 13:40:37.798197,Workshop1
Group 2,40.37,14.79,-2.02,2025-07-11 13:40:38.753719,Workshop1
Group 2,40.31,14.75,-2.43,2025-07-11 13:40:39.773182,Workshop1
Group 2,40.23,14.79,-2.52,2025-07-11 13:40:40.797049,Workshop1
Group 2,40.19,14.8,-2.68,2025-07-11 13:40:41.753737,Workshop1
Group 2,40.2,14.8,-2.78,2025-07-11 13:40:42.797049,Workshop1
Group 2,40.48,14.78,-1.25,2025-07-11 13:40:43.753685,Workshop1
Group 2,40.54,14.79,-0.08,2025-07-11 13:40:44.796928,Workshop1
Group 2,40.46,14.79,-0.77,2025-07-11 13:40:45.756411,Workshop1
Group 2,40.49,14.76,0.31,2025-07-11 13:40:46.754042,Workshop1
Group 2,40.4,14.76,-0.51,2025-07-11 13:40:47.755735,Workshop1
Group 2,40.47,14.74,0.42,2025-07-11 13:40:48.759465,Workshop1
Group 2,40.36,14.74,-0.38,2025-07-11 13:40:49.753359,Workshop1
Group 2,40.45,14.75,0.5,2025-07-11 13:40:50.79695,Workshop1
Group 2,40.59,14.75,1.17,2025-07-11 13:40:51.759546,Workshop1
Group 2,40.46,14.74,0.12,2025-07-11 13:40:52.753114,Workshop1
Group 2,40.51,14.73,0.93,2025-07-11 13:40:53.79973,Workshop1
Group 2,40.44,14.76,-0.03,2025-07-11 13:40:54.797048,Workshop1
Group 2,40.29,14.73,-0.78,2025-07-11 13:40:55.757046,Workshop1
Group 2,40.34,14.77,0.24,2025-07-11 13:40:56.759203,Workshop1
Group 2,40.36,14.79,0.99,2025-07-11 13:40:57.758805,Workshop1
Group 2,40.42,14.78,1.53,2025-07-11 13:40:58.753492,Workshop1
Group 2,40.34,14.76,0.38,2025-07-11 13:40:59.753038,Workshop1
Group 2,40.27,14.77,-0.45,2025-07-11 13:41:00.766855,Workshop1
Group 2,40.24,14.75,-1.07,2025-07-11 13:41:01.754601,Workshop1
Group 2,40.68,14.77,-0.04,2025-07-11 13:41:02.754201,Workshop1
Group 2,40.64,14.79,0.77,2025-07-11 13:41:03.75953,Workshop1
Group 2,40.67,14.8,1.38,2025-07-11 13:41:04.760317,Workshop1
Group 2,40.67,14.8,1.83,2025-07-11 13:41:05.759557,Workshop1
Group 2,40.48,14.81,0.62,2025-07-11 13:41:06.753398,Workshop1
Group 2,40.5,14.8,1.26,2025-07-11 13:41:07.753622,Workshop1
Group 2,40.37,14.79,0.2,2025-07-11 13:41:08.753185,Workshop1
Group 2,40.43,14.79,0.93,2025-07-11 13:41:09.756515,Workshop1
Group 2,40.37,14.79,-0.04,2025-07-11 13:41:10.7544,Workshop1
Group 2,40.88,14.84,0.73,2025-07-11 13:41:11.753566,Workshop1
Group 2,40.77,14.85,1.33,2025-07-11 13:41:12.760025,Workshop1
Group 2,41.23,14.54,1.27,2025-07-11 13:41:13.760419,Workshop1
Group 2,41.57,14.3,0.72,2025-07-11 13:41:14.766415,Workshop1
Group 2,41.2,14.43,-0.25,2025-07-11 13:41:15.796869,Workshop1
Group 2,40.93,14.46,-1.12,2025-07-11 13:41:16.753258,Workshop1
Group 2,40.92,14.57,-0.06,2025-07-11 13:41:17.753323,Workshop1
Group 2,40.92,14.62,0.87,2025-07-11 13:41:18.799126,Workshop1
Group 2,40.85,14.74,1.6,2025-07-11 13:41:19.759149,Workshop1
Group 2,40.81,14.74,2.12,2025-07-11 13:41:20.759411,Workshop1
Group 2,40.71,14.71,2.39,2025-07-11 13:41:21.760337,Workshop1
Group 2,40.5,14.72,1.02,2025-07-11 13:41:22.798138,Workshop1
Group 2,40.56,14.73,1.67,2025-07-11 13:41:23.754065,Workshop1
Group 2,40.57,14.75,2.14,2025-07-11 13:41:24.796832,Workshop1
Group 2,40.55,14.78,2.47,2025-07-11 13:41:25.796894,Workshop1
Group 2,40.55,14.79,2.73,2025-07-11 13:41:26.753975,Workshop1
Group 2,40.82,14.83,2.97,2025-07-11 13:41:27.753775,Workshop1
Group 2,40.87,14.83,3.12,2025-07-11 13:41:28.761093,Workshop1
Group 2,40.89,14.81,3.27,2025-07-11 13:41:29.796832,Workshop1
Group 2,40.96,14.78,3.22,2025-07-11 13:41:30.760515,Workshop1
Group 2,40.7,14.87,1.64,2025-07-11 13:41:31.79724,Workshop1
Group 2,40.57,14.89,0.55,2025-07-11 13:41:32.797333,Workshop1
Group 2,40.69,14.9,1.15,2025-07-11 13:41:33.763911,Workshop1
Group 2,40.53,14.91,0.17,2025-07-11 13:41:34.753535,Workshop1
Group 2,40.66,14.91,0.87,2025-07-11 13:41:35.753768,Workshop1
Group 2,40.48,14.91,0.01,2025-07-11 13:41:36.796935,Workshop1
Group 2,40.76,14.92,0.73,2025-07-11 13:41:37.796753,Workshop1
Group 2,40.98,14.94,1.25,2025-07-11 13:41:38.761241,Workshop1
Group 2,41.1,14.97,1.69,2025-07-11 13:41:39.753105,Workshop1
Group 2,41.1,14.96,1.99,2025-07-11 13:41:40.758908,Workshop1
Group 2,41.1,14.96,0.76,2025-07-11 13:41:41.771138,Workshop1
Group 2,41.1,14.97,1.3,2025-07-11 13:41:42.75299,Workshop1
Group 2,41.13,14.96,1.72,2025-07-11 13:41:43.75291,Workshop1
Group 2,41.1,14.97,0.53,2025-07-11 13:41:44.797151,Workshop1
Group 2,41.1,14.99,-0.4,2025-07-11 13:41:45.75311,Workshop1
Group 2,41.09,14.97,-1.05,2025-07-11 13:41:46.753228,Workshop1
Group 2,41.1,14.98,-0.03,2025-07-11 13:41:47.754399,Workshop1
Group 2,41.13,14.99,-0.78,2025-07-11 13:41:48.753083,Workshop1
Group 2,41.11,15.0,-1.34,2025-07-11 13:41:49.770909,Workshop1
Group 2,41.09,14.99,-1.75,2025-07-11 13:41:50.754069,Workshop1
Group 2,41.09,14.99,-0.56,2025-07-11 13:41:51.797395,Workshop1
Group 2,41.24,14.99,0.31,2025-07-11 13:41:52.796762,Workshop1
Group 2,41.21,14.98,-0.5,2025-07-11 13:41:53.753418,Workshop1
Group 2,40.88,14.96,-1.04,2025-07-11 13:41:54.758741,Workshop1
Group 2,40.85,14.96,-0.05,2025-07-11 13:41:55.774823,Workshop1
Group 2,40.91,14.97,0.71,2025-07-11 13:41:56.755429,Workshop1
Group 2,40.99,14.95,1.26,2025-07-11 13:41:57.757034,Workshop1
Group 2,40.7,14.95,0.29,2025-07-11 13:41:58.761219,Workshop1
Group 2,40.5,14.92,-0.43,2025-07-11 13:41:59.753319,Workshop1
Group 2,40.38,14.91,-1.02,2025-07-11 13:42:00.753313,Workshop1
Group 2,40.6,14.91,-0.07,2025-07-11 13:42:01.753031,Workshop1
Group 2,40.46,14.9,-0.68,2025-07-11 13:42:02.753646,Workshop1
Group 2,40.63,14.92,0.24,2025-07-11 13:42:03.754064,Workshop1
Group 2,40.9,14.93,0.91,2025-07-11 13:42:04.756267,Workshop1
Group 2,41.02,14.96,1.43,2025-07-11 13:42:05.754162,Workshop1
Group 2,41.12,15.03,1.93,2025-07-11 13:42:06.753464,Workshop1
Group 2,41.26,15.04,0.68,2025-07-11 13:42:07.761302,Workshop1
Group 2,41.56,15.05,-0.21,2025-07-11 13:42:08.754185,Workshop1
Group 2,41.61,15.08,-0.95,2025-07-11 13:42:09.798567,Workshop1
Group 2,41.76,15.1,-1.48,2025-07-11 13:42:10.75885,Workshop1
Group 2,41.67,15.11,-1.84,2025-07-11 13:42:12.75305,Workshop1
Group 2,41.64,15.1,-2.14,2025-07-11 13:42:13.753285,Workshop1
Group 2,41.73,14.82,-1.71,2025-07-11 13:42:14.752841,Workshop1
Group 2,41.77,14.89,-2.04,2025-07-11 13:42:15.759932,Workshop1
Group 2,41.38,14.9,-2.25,2025-07-11 13:42:16.760972,Workshop1
Group 2,41.06,14.91,-2.34,2025-07-11 13:42:17.760025,Workshop1
Group 2,40.82,14.9,-2.39,2025-07-11 13:42:18.76017,Workshop1
Group 2,41.2,14.64,-1.59,2025-07-11 13:42:19.771629,Workshop1
Group 2,41.28,14.74,-1.94,2025-07-11 13:42:20.753222,Workshop1
Group 2,41.39,14.84,-2.26,2025-07-11 13:42:21.759918,Workshop1
Group 2,41.15,14.82,-2.51,2025-07-11 13:42:22.759174,Workshop1
Group 2,41.27,14.88,-2.66,2025-07-11 13:42:23.75295,Workshop1
Group 2,41.28,14.94,-2.74,2025-07-11 13:42:24.762547,Workshop1
Group 2,41.3,14.99,-2.84,2025-07-11 13:42:25.753198,Workshop1
Group 2,41.0,14.98,-2.82,2025-07-11 13:42:26.799635,Workshop1
Group 2,41.27,14.93,-1.18,2025-07-11 13:42:27.75284,Workshop1
Group 2,41.07,14.92,-1.72,2025-07-11 13:42:28.753355,Workshop1
Group 2,41.07,14.96,-0.55,2025-07-11 13:42:29.752584,Workshop1
Group 2,41.32,15.0,0.34,2025-07-11 13:42:30.752935,Workshop1
Group 2,41.4,14.97,-0.61,2025-07-11 13:42:31.759622,Workshop1
Group 2,41.32,14.94,-1.33,2025-07-11 13:42:32.755036,Workshop1
Group 2,41.22,14.95,-1.77,2025-07-11 13:42:33.75558,Workshop1
Group 2,41.13,14.93,-2.18,2025-07-11 13:42:34.756292,Workshop1
Group 2,41.29,14.96,-2.39,2025-07-11 13:42:35.759672,Workshop1
Group 2,41.42,14.98,-2.53,2025-07-11 13:42:36.759287,Workshop1
Group 2,41.39,15.0,-2.65,2025-07-11 13:42:37.759579,Workshop1
Group 2,41.66,15.0,-2.66,2025-07-11 13:42:38.752934,Workshop1
Group 2,41.52,15.0,-2.72,2025-07-11 13:42:39.759156,Workshop1
Group 2,41.36,15.01,-2.78,2025-07-11 13:42:40.753598,Workshop1
Group 2,41.26,14.99,-2.79,2025-07-11 13:42:41.755693,Workshop1
Group 2,41.24,15.0,-2.85,2025-07-11 13:42:42.753451,Workshop1
Group 2,41.18,14.99,-2.85,2025-07-11 13:42:43.753229,Workshop1
Group 2,41.13,15.0,-2.84,2025-07-11 13:42:44.752994,Workshop1
Group 2,41.04,14.95,-2.97,2025-07-11 13:42:45.797455,Workshop1
Group 2,40.95,14.86,-1.46,2025-07-11 13:42:46.753081,Workshop1
Group 2,41.16,14.83,-0.2,2025-07-11 13:42:47.76149,Workshop1
Group 2,41.02,14.78,-1.07,2025-07-11 13:42:48.753908,Workshop1
Group 2,40.9,14.74,0.1,2025-07-11 13:42:49.760752,Workshop1
Group 2,40.83,14.73,0.99,2025-07-11 13:42:50.752861,Workshop1
Group 2,40.82,14.72,1.65,2025-07-11 13:42:51.763469,Workshop1
Group 2,40.9,14.73,2.16,2025-07-11 13:42:52.759846,Workshop1
Group 2,40.89,14.77,2.47,2025-07-11 13:42:53.753093,Workshop1
Group 2,40.69,14.78,1.08,2025-07-11 13:42:54.753336,Workshop1
Group 2,40.78,14.81,1.64,2025-07-11 13:42:55.753267,Workshop1
Group 2,40.9,14.89,2.04,2025-07-11 13:42:56.752873,Workshop1
Group 2,40.97,14.84,2.52,2025-07-11 13:42:57.753131,Workshop1
Group 2,41.33,14.61,2.09,2025-07-11 13:42:58.752893,Workshop1
Group 2,41.25,14.73,0.76,2025-07-11 13:42:59.753063,Workshop1
Group 2,41.22,14.85,-0.27,2025-07-11 13:43:00.754393,Workshop1
Group 2,41.17,14.92,-1.03,2025-07-11 13:43:01.760251,Workshop1
Group 2,40.83,15.0,-1.55,2025-07-11 13:43:02.761685,Workshop1
Group 2,41.08,15.01,-0.39,2025-07-11 13:43:03.754184,Workshop1
Group 2,41.36,14.71,-0.1,2025-07-11 13:43:04.760073,Workshop1
Group 2,41.52,14.8,-0.83,2025-07-11 13:43:05.752884,Workshop1
Group 2,41.11,14.85,-1.34,2025-07-11 13:43:06.753322,Workshop1
Group 2,40.81,14.89,-1.71,2025-07-11 13:43:07.75312,Workshop1
Group 2,40.58,14.9,-1.98,2025-07-11 13:43:08.753933,Workshop1
Group 2,40.75,14.96,-0.67,2025-07-11 13:43:09.757913,Workshop1
Group 2,40.85,15.01,0.3,2025-07-11 13:43:10.761759,Workshop1
Group 2,41.15,14.73,0.42,2025-07-11 13:43:11.79709,Workshop1
Group 2,41.14,14.79,-0.45,2025-07-11 13:43:12.796983,Workshop1
Group 2,40.91,14.8,-1.03,2025-07-11 13:43:13.753196,Workshop1
Group 2,40.76,14.8,-1.47,2025-07-11 13:43:14.752798,Workshop1
Group 2,40.92,14.82,-0.34,2025-07-11 13:43:15.752779,Workshop1
Group 2,41.05,14.85,0.51,2025-07-11 13:43:16.797031,Workshop1
Group 2,41.11,14.89,1.16,2025-07-11 13:43:17.753092,Workshop1
Group 2,40.86,14.9,0.17,2025-07-11 13:43:18.752687,Workshop1
Group 2,40.98,14.9,0.89,2025-07-11 13:43:19.75505,Workshop1
Group 2,41.08,14.91,1.41,2025-07-11 13:43:20.75356,Workshop1
Group 2,41.15,14.92,1.82,2025-07-11 13:43:21.7619,Workshop1
Group 2,40.91,14.89,0.66,2025-07-11 13:43:22.768914,Workshop1
Group 2,40.77,14.88,-0.23,2025-07-11 13:43:23.798457,Workshop1
Group 2,40.6,14.88,-0.84,2025-07-11 13:43:24.76013,Workshop1
Group 2,40.76,14.91,0.18,2025-07-11 13:43:25.764274,Workshop1
Group 2,40.91,14.92,0.91,2025-07-11 13:43:26.75342,Workshop1
Group 2,41.31,14.64,0.91,2025-07-11 13:43:27.796855,Workshop1
Group 2,41.02,14.72,-0.03,2025-07-11 13:43:28.760221,Workshop1
Group 2,41.11,14.79,0.75,2025-07-11 13:43:29.759248,Workshop1
Group 2,40.83,14.83,-0.15,2025-07-11 13:43:30.797432,Workshop1
Group 2,40.97,14.86,0.68,2025-07-11 13:43:31.79723,Workshop1
Group 2,41.09,14.89,1.31,2025-07-11 13:43:32.797511,Workshop1
Group 2,40.88,14.91,0.24,2025-07-11 13:43:33.752927,Workshop1
Group 2,40.68,14.91,-0.54,2025-07-11 13:43:34.760589,Workshop1
Group 2,40.57,14.91,-1.12,2025-07-11 13:43:35.753501,Workshop1
Group 2,41.05,14.62,-0.79,2025-07-11 13:43:36.761819,Workshop1
Group 2,40.8,14.7,-1.28,2025-07-11 13:43:37.754618,Workshop1
Group 2,41.15,14.49,-0.79,2025-07-11 13:43:38.763466,Workshop1
Group 2,41.21,14.62,-1.44,2025-07-11 13:43:39.771381,Workshop1
Group 2,41.18,14.76,-1.9,2025-07-11 13:43:40.753126,Workshop1
Group 2,41.21,14.92,-2.3,2025-07-11 13:43:41.75824,Workshop1
Group 2,40.85,15.0,-2.48,2025-07-11 13:43:42.752635,Workshop1
Group 2,40.96,15.02,-1.05,2025-07-11 13:43:43.759506,Workshop1
Group 2,41.05,15.0,-0.02,2025-07-11 13:43:44.796697,Workshop1
Group 2,41.13,15.0,0.76,2025-07-11 13:43:45.758742,Workshop1
Group 2,40.89,14.99,-0.16,2025-07-11 13:43:46.752826,Workshop1
Group 2,41.0,15.01,0.68,2025-07-11 13:43:47.753496,Workshop1
Group 2,41.18,15.03,1.3,2025-07-11 13:43:48.797415,Workshop1
Group 2,40.92,14.97,0.35,2025-07-11 13:43:49.753558,Workshop1
Group 2,40.59,15.03,-0.49,2025-07-11 13:43:50.752325,Workshop1
Group 2,40.31,15.09,-1.1,2025-07-11 13:43:51.75641,Workshop1
Group 2,40.49,15.15,0.06,2025-07-11 13:43:52.759096,Workshop1
Group 2,40.68,15.26,0.98,2025-07-11 13:43:53.752918,Workshop1
Group 2,40.84,15.0,1.12,2025-07-11 13:43:54.759892,Workshop1
Group 2,40.97,15.06,1.7,2025-07-11 13:43:55.798842,Workshop1
Group 2,41.14,15.14,2.16,2025-07-11 13:43:56.753807,Workshop1
Group 2,41.25,15.27,0.67,2025-07-11 13:43:57.753157,Workshop1
Group 2,41.29,15.28,-0.37,2025-07-11 13:43:58.752861,Workshop1
Group 2,41.27,15.27,-1.15,2025-07-11 13:43:59.797316,Workshop1
Group 2,41.28,15.28,-1.74,2025-07-11 13:44:00.760837,Workshop1
Group 2,41.28,15.3,-2.19,2025-07-11 13:44:01.760986,Workshop1
Group 2,40.91,15.24,-2.37,2025-07-11 13:44:02.76089,Workshop1
Group 2,41.1,15.26,-0.93,2025-07-11 13:44:03.755641,Workshop1
Group 2,41.21,15.26,-1.56,2025-07-11 13:44:04.758745,Workshop1
Group 2,41.26,15.22,-1.97,2025-07-11 13:44:05.752803,Workshop1
Group 2,41.2,15.12,-2.28,2025-07-11 13:44:06.752819,Workshop1
Group 2,41.19,15.14,-2.62,2025-07-11 13:44:07.752689,Workshop1
Group 2,40.81,15.15,-2.79,2025-07-11 13:44:08.760409,Workshop1
Group 2,40.57,15.13,-2.92,2025-07-11 13:44:09.765001,Workshop1
Group 2,40.4,15.11,-3.03,2025-07-11 13:44:10.760759,Workshop1
Group 2,40.27,15.1,-3.1,2025-07-11 13:44:11.753336,Workshop1
Group 2,40.18,15.09,-3.16,2025-07-11 13:44:12.753072,Workshop1
Group 2,40.09,15.07,-3.2,2025-07-11 13:44:13.75264,Workshop1
Group 2,40.35,15.08,-1.48,2025-07-11 13:44:14.763226,Workshop1
Group 2,40.76,15.1,-0.23,2025-07-11 13:44:15.762404,Workshop1
Group 2,40.93,15.04,0.61,2025-07-11 13:44:16.754385,Workshop1
Group 2,41.43,15.02,1.18,2025-07-11 13:44:17.762633,Workshop1
Group 2,41.59,14.69,0.79,2025-07-11 13:44:18.761459,Workshop1
Group 2,41.49,14.73,-0.21,2025-07-11 13:44:19.759371,Workshop1
Group 2,41.44,14.78,-0.96,2025-07-11 13:44:20.759237,Workshop1
Group 2,41.42,14.82,-1.53,2025-07-11 13:44:21.752612,Workshop1
Group 2,41.02,14.85,-1.83,2025-07-11 13:44:22.754947,Workshop1
Group 2,41.12,14.87,-0.59,2025-07-11 13:44:23.755539,Workshop1
Group 2,41.16,14.88,-1.22,2025-07-11 13:44:24.79735,Workshop1
Group 2,41.2,14.89,-1.71,2025-07-11 13:44:25.797483,Workshop1
Group 2,40.83,14.89,-1.96,2025-07-11 13:44:26.753063,Workshop1
Group 2,40.63,14.88,-2.19,2025-07-11 13:44:27.757998,Workshop1
Group 2,40.81,14.87,-0.83,2025-07-11 13:44:28.753121,Workshop1
Group 2,40.96,14.9,0.15,2025-07-11 13:44:29.752985,Workshop1
Group 2,41.09,14.93,0.9,2025-07-11 13:44:30.752655,Workshop1
Group 2,41.25,14.94,1.42,2025-07-11 13:44:31.752842,Workshop1
Group 2,41.23,14.95,0.32,2025-07-11 13:44:32.752594,Workshop1
Group 2,41.36,14.71,0.01,2025-07-11 13:44:33.752926,Workshop1
Group 2,41.04,14.75,-0.7,2025-07-11 13:44:34.752986,Workshop1
Group 2,41.22,14.82,0.22,2025-07-11 13:44:35.754269,Workshop1
Group 2,41.25,14.89,-0.58,2025-07-11 13:44:36.797071,Workshop1
Group 2,41.33,14.95,-1.24,2025-07-11 13:44:37.758542,Workshop1
Group 2,40.94,14.95,-1.63,2025-07-11 13:44:38.752404,Workshop1
Group 2,40.69,14.95,-1.92,2025-07-11 13:44:39.752897,Workshop1
Group 2,40.52,14.94,-2.12,2025-07-11 13:44:40.75231,Workshop1
Group 2,40.37,14.95,-2.3,2025-07-11 13:44:41.758539,Workshop1
Group 2,40.26,14.95,-2.43,2025-07-11 13:44:42.752843,Workshop1
Group 2,40.59,14.98,-1.04,2025-07-11 13:44:43.753986,Workshop1
Group 2,40.4,14.98,-1.48,2025-07-11 13:44:44.760671,Workshop1
Group 2,40.23,14.99,-1.82,2025-07-11 13:44:45.752919,Workshop1
Group 2,40.11,15.0,-2.07,2025-07-11 13:44:46.752495,Workshop1
Group 2,40.04,14.99,-2.25,2025-07-11 13:44:47.752567,Workshop1
Group 2,39.99,14.98,-2.38,2025-07-11 13:44:48.752769,Workshop1
Group 2,40.52,14.7,-1.55,2025-07-11 13:44:49.759527,Workshop1
Group 2,40.36,14.76,-1.87,2025-07-11 13:44:50.758707,Workshop1
Group 2,40.71,14.56,-1.13,2025-07-11 13:44:51.75282,Workshop1
Group 2,40.49,14.66,-1.54,2025-07-11 13:44:52.759601,Workshop1
Group 2,40.73,14.76,-0.37,2025-07-11 13:44:53.752807,Workshop1
Group 2,40.54,14.8,-0.98,2025-07-11 13:44:54.759809,Workshop1
Group 2,40.78,14.86,0.05,2025-07-11 13:44:55.752605,Workshop1
Group 2,40.54,14.87,-0.64,2025-07-11 13:44:56.7529,Workshop1
Group 2,40.35,14.89,-1.18,2025-07-11 13:44:57.75387,Workshop1
Group 2,40.72,14.64,-0.77,2025-07-11 13:44:58.753028,Workshop1
Group 2,40.97,14.47,-0.32,2025-07-11 13:44:59.753133,Workshop1
Group 2,40.72,14.59,-0.95,2025-07-11 13:45:00.752637,Workshop1
Group 2,40.54,14.68,-1.41,2025-07-11 13:45:01.752563,Workshop1
Group 2,40.86,14.51,-0.79,2025-07-11 13:45:02.752341,Workshop1
Group 2,40.61,14.62,-1.28,2025-07-11 13:45:03.752811,Workshop1
Group 2,40.91,14.47,-0.75,2025-07-11 13:45:04.752794,Workshop1
Group 2,40.64,14.59,-1.26,2025-07-11 13:45:05.752769,Workshop1
Group 2,40.93,14.43,-0.74,2025-07-11 13:45:06.752384,Workshop1
Group 2,41.11,14.58,0.21,2025-07-11 13:45:07.752599,Workshop1
Group 2,41.19,14.71,-0.63,2025-07-11 13:45:08.753034,Workshop1
Group 2,41.27,14.79,-1.22,2025-07-11 13:45:09.796973,Workshop1
Group 2,40.96,14.83,-1.6,2025-07-11 13:45:10.758965,Workshop1
Group 2,41.05,14.89,-0.41,2025-07-11 13:45:11.752617,Workshop1
Group 2,41.15,14.92,0.45,2025-07-11 13:45:12.753042,Workshop1
Group 2,40.81,14.93,-0.33,2025-07-11 13:45:13.752864,Workshop1
Group 2,40.57,14.93,-0.91,2025-07-11 13:45:14.758598,Workshop1
Group 2,40.86,14.98,0.12,2025-07-11 13:45:15.756864,Workshop1
Group 2,41.03,15.01,0.9,2025-07-11 13:45:16.753052,Workshop1
Group 2,40.78,14.99,-0.03,2025-07-11 13:45:17.797095,Workshop1
Group 2,41.02,14.72,0.2,2025-07-11 13:45:18.758836,Workshop1
Group 2,40.77,14.76,-0.53,2025-07-11 13:45:19.752401,Workshop1
Group 2,40.57,14.81,-1.09,2025-07-11 13:45:20.753312,Workshop1
Group 2,40.81,14.87,-0.04,2025-07-11 13:45:21.761282,Workshop1
Group 2,40.61,14.88,-0.72,2025-07-11 13:45:22.753053,Workshop1
Group 2,40.41,14.9,-1.24,2025-07-11 13:45:23.752728,Workshop1
Group 2,40.23,14.91,-1.62,2025-07-11 13:45:24.797002,Workshop1
Group 2,40.55,14.94,-0.44,2025-07-11 13:45:25.79699,Workshop1
Group 2,40.37,14.95,-1.02,2025-07-11 13:45:26.75823,Workshop1
Group 2,40.66,14.97,0.0,2025-07-11 13:45:27.752207,Workshop1
Group 2,40.88,14.98,0.75,2025-07-11 13:45:28.754586,Workshop1
Group 2,40.65,14.96,-0.11,2025-07-11 13:45:29.753183,Workshop1
Group 2,40.51,14.95,-0.82,2025-07-11 13:45:30.752482,Workshop1
Group 2,40.47,14.95,-1.39,2025-07-11 13:45:31.752768,Workshop1
Group 2,40.37,14.95,-1.76,2025-07-11 13:45:32.752734,Workshop1
Group 2,40.26,14.96,-2.02,2025-07-11 13:45:33.75277,Workshop1
Group 2,40.16,14.96,-2.22,2025-07-11 13:45:34.75217,Workshop1
Group 2,40.13,14.96,-2.37,2025-07-11 13:45:35.796988,Workshop1
Group 2,40.5,14.97,-1.01,2025-07-11 13:45:36.752835,Workshop1
Group 2,40.81,15.0,0.03,2025-07-11 13:45:37.797019,Workshop1
Group 2,40.57,14.98,-0.66,2025-07-11 13:45:38.752349,Workshop1
Group 2,40.83,15.0,0.29,2025-07-11 13:45:39.798105,Workshop1
Group 2,41.09,14.74,0.44,2025-07-11 13:45:40.752872,Workshop1
Group 2,41.26,14.53,0.49,2025-07-11 13:45:41.797317,Workshop1
Group 2,40.92,14.63,-0.31,2025-07-11 13:45:42.79686,Workshop1
Group 2,40.66,14.73,-0.96,2025-07-11 13:45:43.758748,Workshop1
Group 2,40.5,14.78,-1.42,2025-07-11 13:45:44.797507,Workshop1
Group 2,40.39,14.82,-1.78,2025-07-11 13:45:45.797208,Workshop1
Group 2,40.75,14.59,-1.08,2025-07-11 13:45:46.752604,Workshop1
Group 2,40.57,14.67,-1.51,2025-07-11 13:45:47.752586,Workshop1
Group 2,40.42,14.76,-1.84,2025-07-11 13:45:48.762745,Workshop1
Group 2,40.31,14.81,-2.08,2025-07-11 13:45:49.752906,Workshop1
Group 2,40.57,14.87,-0.75,2025-07-11 13:45:50.796969,Workshop1
Group 2,40.42,14.88,-1.27,2025-07-11 13:45:51.767521,Workshop1
Group 2,40.79,14.63,-0.68,2025-07-11 13:45:52.752846,Workshop1
